Player,Nation,Pos,Age,Squad,Comp,Born,Player Value,cost,league_new_club,new_club,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
Sven Michel,GER,FW,32,Union Berlin,Bundesliga,1990,€900k,€950k,Bundesliga,FC Augsburg,13,0,264,2.9,3,2.07,0.69,33.3,0.33,1.0,25.3,0.0,0.34,0.34,19.0,35.9,52.9,254.1,55.9,11.0,16.2,68.1,4.14,7.24,57.1,1.38,4.14,33.3,0.0,0.69,0.69,1.03,0.34,1.72,35.9,34.8,0.69,0.0,0.34,0.0,4.14,0.34,0.0,0.0,0.0,0.0,19.0,0.34,3.45,1.72,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.69,0.34,1.03,0.34,1.03,1.38,75.0,0.34,1.03,0.34,0.69,0.0,1.72,0.69,0.0,49.3,1.03,6.21,13.4,30.7,3.45,49.0,1.38,0.34,25.0,1.03,75.0,24.8,110.0,26.6,1.38,1.03,0.34,4.48,2.07,36.2,10.3,0.69,0.0,0.0,2.41,0.69,0.69,4.14,0.69,0.0,0.0,0.0,5.52,5.17,6.21,45.5
Tommaso Milanese,ITA,MF,20,Cremonese,Serie A,2002,€1.20m,loan transfer,Serie B,Ascoli Calcio,2,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,46.7,71.4,606.7,136.7,13.3,16.7,80.0,10.0,16.7,60.0,6.67,10.0,66.7,0.0,10.0,10.0,0.0,0.0,6.67,46.7,36.7,10.0,3.33,0.0,0.0,6.67,0.0,3.33,0.0,3.33,0.0,33.3,0.0,0.0,6.67,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,63.3,0.0,3.33,23.3,40.0,6.67,63.3,6.67,3.33,50.0,3.33,50.0,43.3,236.7,126.7,6.67,3.33,0.0,10.0,3.33,46.7,3.33,0.0,0.0,0.0,3.33,3.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
Arkadiusz Milik,POL,FW,28,Juventus,Serie A,1994,€8.00m,€6.30m,Serie A,Juventus FC,17,10,986,11.0,6,2.64,1.45,55.2,0.21,0.38,13.9,0.09,0.0,0.0,19.8,25.4,78.1,275.5,45.3,11.8,14.0,84.4,6.18,7.45,82.9,0.64,1.18,53.8,0.09,0.73,0.91,0.55,0.0,1.82,25.4,23.6,1.36,0.18,0.18,0.18,0.36,0.0,0.0,0.0,0.0,0.0,19.8,0.36,0.55,1.82,1.18,0.0,0.0,0.36,0.09,0.18,0.27,0.18,0.0,0.0,0.0,0.0,0.09,0.64,0.45,0.09,0.36,0.18,0.18,0.36,50.0,0.18,0.64,0.0,0.64,0.0,0.64,0.82,0.0,34.6,0.91,2.64,16.9,15.5,4.18,34.6,0.91,0.45,50.0,0.27,30.0,19.1,78.0,31.8,0.73,1.0,0.09,2.82,0.82,27.2,4.82,0.27,0.09,0.09,1.09,1.55,0.27,0.36,0.45,0.0,0.0,0.0,2.36,2.0,3.55,36.1
Arkadiusz Milik,POL,FW,28,Marseille,Ligue 1,1994,€8.00m,€6.30m,Serie A,Juventus FC,2,2,129,1.4,0,0.71,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,20.0,26.4,75.7,222.1,30.7,10.0,12.9,77.8,6.43,7.86,81.8,0.0,0.0,0.0,0.0,0.71,1.43,0.0,0.0,0.71,26.4,24.3,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.71,1.43,0.0,33.6,2.14,3.57,19.3,10.7,0.71,33.6,0.71,0.0,0.0,0.71,100.0,23.6,122.1,37.9,0.71,2.14,0.0,0.71,0.71,25.7,6.43,0.71,0.0,0.0,2.86,0.71,0.71,0.0,0.71,0.0,0.0,0.0,2.86,1.43,5.0,22.2
Pere Milla,ESP,FWMF,30,Elche,La Liga,1992,€3.00m,€2.50m,LaLiga2,RCD Espanyol Barcelona,19,14,1205,13.4,6,1.57,0.3,19.0,0.14,0.75,15.4,0.07,0.22,0.22,21.8,30.8,70.7,334.9,104.9,11.7,15.1,77.7,6.79,8.58,79.1,2.01,3.66,55.1,0.07,0.9,2.84,0.75,0.15,3.88,30.8,29.6,1.12,0.3,0.15,0.3,0.97,0.45,0.07,0.0,0.0,0.0,21.8,0.07,1.42,2.24,1.57,0.0,0.07,0.22,0.3,0.07,0.22,0.15,0.0,0.0,0.0,0.07,0.0,1.72,0.97,0.97,0.45,0.3,0.75,1.94,38.5,1.19,0.97,0.07,0.9,0.52,2.24,0.75,0.07,43.4,1.34,7.61,22.9,13.9,2.76,43.2,2.01,0.67,33.3,1.04,51.9,26.1,119.9,57.6,1.27,1.87,0.22,2.61,1.27,29.7,4.48,0.3,0.0,0.0,0.97,2.46,0.52,0.97,0.97,0.07,0.0,0.0,5.52,1.27,1.42,47.2
James Milner,ENG,DFMF,37,Liverpool,Premier League,1986,€1.50m,free transfer,Premier League,Brighton & Hove Albion,14,5,546,6.1,0,0.98,0.16,16.7,0.0,0.0,16.2,0.0,0.0,0.0,51.0,68.9,74.0,941.0,348.0,23.0,25.6,89.7,21.0,25.2,83.1,5.9,13.4,43.9,0.16,1.48,5.74,1.8,0.66,6.56,68.9,57.4,11.1,2.3,0.16,0.33,6.72,7.05,1.8,0.33,1.48,0.0,51.0,0.33,2.3,4.43,2.95,0.66,0.49,0.33,0.0,0.0,0.33,0.16,0.16,0.0,0.0,0.0,0.0,1.64,0.66,0.49,0.66,0.49,0.66,2.79,23.5,2.13,1.8,0.33,1.48,1.64,3.28,1.48,0.0,81.3,2.46,18.7,35.7,27.0,3.28,81.3,2.62,1.31,50.0,0.98,37.5,41.3,184.8,90.7,1.97,1.64,0.66,2.13,1.48,50.8,8.52,0.16,0.0,0.0,1.15,1.31,0.0,6.72,0.66,0.0,0.0,0.0,5.74,1.15,1.48,43.8
Yerry Mina,COL,DF,28,Everton,Premier League,1994,€10.00m,free transfer,Serie A,ACF Fiorentina,3,3,234,2.6,1,1.15,0.77,66.7,0.33,0.5,12.4,0.0,0.0,0.0,60.0,66.9,89.7,1054.2,367.7,21.9,23.8,91.9,34.6,38.1,90.9,2.69,4.23,63.6,0.0,0.0,3.85,0.0,0.0,2.69,66.9,62.7,4.23,3.85,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.54,1.54,1.92,0.0,2.69,2.69,100.0,0.0,0.77,0.38,0.38,0.77,4.23,3.46,0.0,79.6,9.62,35.4,41.2,3.46,1.15,79.6,0.0,0.0,0.0,0.0,0.0,46.2,231.9,126.2,0.38,0.38,0.0,1.15,0.0,54.2,0.38,0.38,0.0,0.0,1.54,1.15,0.0,0.0,1.54,0.0,0.0,0.0,4.62,2.69,2.69,50.0
Maximilian Mittelstädt,GER,DF,25,Hertha BSC,Bundesliga,1997,€2.00m,€500k,Bundesliga,VfB Stuttgart,10,4,535,5.9,0,0.68,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,37.1,54.7,67.8,553.6,264.9,22.0,25.1,87.8,12.0,19.3,62.3,2.2,8.14,27.1,0.0,1.36,3.05,0.85,0.51,4.07,54.7,38.8,15.8,0.51,0.17,0.34,4.58,13.6,1.69,0.34,1.19,0.0,37.1,0.17,1.19,2.71,1.69,0.34,0.34,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,2.37,3.22,0.85,0.34,1.86,3.56,52.4,1.69,1.69,0.17,1.53,2.2,6.61,3.22,0.0,71.5,3.56,21.5,35.4,16.3,1.02,71.5,3.9,2.03,52.2,1.53,39.1,27.1,184.4,96.9,3.05,1.86,0.51,1.36,1.02,28.8,3.39,0.34,0.0,0.0,1.19,1.36,0.0,4.58,2.37,0.0,0.17,0.0,9.15,0.68,1.36,33.3
Terem Moffi,NGA,FW,23,Nice,Ligue 1,1999,€20.00m,€22.50m,Ligue 1,OGC Nice,2,2,162,1.8,0,0.56,0.56,100.0,0.0,0.0,13.1,0.0,0.0,0.0,10.0,13.3,75.0,138.3,6.67,5.56,7.22,76.9,2.22,2.78,80.0,0.56,1.11,50.0,0.0,1.11,0.0,0.56,0.56,0.0,13.3,11.7,1.67,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.78,2.22,0.0,0.56,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,18.3,0.0,1.11,8.89,8.89,2.22,18.3,2.78,2.22,80.0,0.56,20.0,13.9,82.8,30.0,1.11,0.56,1.11,1.67,1.67,15.0,3.33,0.0,0.0,0.0,0.0,0.56,0.56,0.56,0.0,0.0,0.0,0.0,0.56,1.11,0.56,66.7
Terem Moffi,NGA,FW,23,Lorient,Ligue 1,1999,€20.00m,€22.50m,Ligue 1,OGC Nice,18,17,1386,15.4,12,2.14,1.17,54.5,0.33,0.61,13.6,0.0,0.06,0.13,10.0,13.5,74.0,133.5,34.5,5.78,7.6,76.1,3.51,4.29,81.8,0.19,0.32,60.0,0.0,0.58,0.91,0.32,0.0,1.3,13.5,13.2,0.13,0.0,0.13,0.06,0.19,0.0,0.0,0.0,0.0,0.0,10.0,0.13,0.39,1.69,1.23,0.0,0.39,0.0,0.06,0.0,0.26,0.13,0.0,0.13,0.0,0.0,0.0,0.52,0.32,0.06,0.26,0.19,0.19,0.32,60.0,0.13,0.71,0.19,0.52,0.19,0.71,0.65,0.0,23.6,0.65,2.08,12.5,9.87,4.09,23.5,2.47,1.3,52.6,0.84,34.2,17.4,116.8,52.7,1.88,1.49,0.71,2.66,0.84,17.1,3.96,0.06,0.0,0.0,1.1,1.1,0.26,0.19,0.32,0.0,0.0,0.0,2.27,0.84,3.05,21.7
Mostafa Mohamed,EGY,FW,25,Nantes,Ligue 1,1997,€6.00m,€5.75m,Ligue 1,FC Nantes,22,12,1203,13.4,5,2.54,0.75,29.4,0.15,0.5,14.6,0.0,0.0,0.0,9.4,16.0,58.6,122.4,26.8,5.22,8.13,64.2,2.39,4.1,58.2,0.6,1.04,57.1,0.15,0.9,0.67,0.15,0.07,1.04,16.0,15.1,0.9,0.0,0.07,0.0,0.45,0.07,0.0,0.0,0.0,0.0,9.4,0.0,0.9,1.79,1.12,0.0,0.15,0.3,0.22,0.0,0.3,0.22,0.0,0.0,0.0,0.07,0.0,0.75,0.45,0.22,0.22,0.3,0.37,0.67,55.6,0.3,1.04,0.07,0.97,0.3,1.04,2.01,0.0,27.9,2.39,3.58,11.6,12.9,4.78,27.9,1.27,0.37,29.4,0.75,58.8,15.9,94.2,26.8,0.45,0.75,0.37,2.31,1.04,18.4,4.18,0.0,0.0,0.0,2.39,1.49,0.6,0.45,0.45,0.07,0.0,0.0,2.31,3.58,3.88,48.0
Johan Mojica,COL,DF,30,Villarreal,La Liga,1992,€3.00m,loan transfer,LaLiga,CA Osasuna,9,4,457,5.1,0,0.2,0.2,100.0,0.0,0.0,20.5,0.0,0.0,0.0,44.7,54.5,82.0,779.0,198.0,19.4,21.2,91.7,19.8,21.8,91.0,4.51,7.06,63.9,0.0,1.57,2.55,0.59,0.59,2.94,54.5,44.9,9.41,0.98,0.0,0.0,6.08,7.84,0.59,0.2,0.39,0.0,44.7,0.2,2.35,2.16,1.76,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.76,1.57,0.59,0.2,0.98,1.37,71.4,0.39,0.78,0.39,0.39,0.39,2.75,1.18,0.2,62.2,1.76,18.6,23.9,20.2,0.78,62.2,1.96,0.78,40.0,0.98,50.0,38.4,263.7,122.7,4.31,2.16,0.59,1.37,0.98,37.5,5.69,0.0,0.0,0.0,0.59,1.96,0.0,6.08,1.76,0.0,0.0,0.0,7.25,0.78,0.39,66.7
Johan Mojica,COL,DFMF,30,Elche,La Liga,1992,€3.00m,loan transfer,LaLiga,CA Osasuna,3,3,270,3.0,0,1.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,42.3,59.3,71.3,639.0,219.3,21.3,24.3,87.7,18.0,23.0,78.3,1.67,7.0,23.8,0.0,1.0,1.67,1.33,0.33,3.0,59.3,47.7,11.0,1.0,0.0,0.0,4.67,10.0,0.0,0.0,0.0,0.0,42.3,0.67,1.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.67,0.33,0.0,0.67,1.0,66.7,0.33,1.0,0.67,0.33,1.33,3.33,1.67,0.0,69.7,4.0,21.7,25.3,23.3,1.33,69.7,3.0,1.33,44.4,1.33,44.4,41.7,216.3,118.7,4.67,3.67,0.67,1.67,1.33,37.3,3.67,0.67,0.0,0.0,1.33,1.0,0.0,4.67,1.0,0.0,0.33,0.0,11.0,1.33,0.33,80.0
Clinton Mola,ENG,DF,21,Stuttgart,Bundesliga,2001,€500k,free transfer,League One,Reading FC,1,0,15,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,50.0,260.0,120.0,5.0,5.0,100.0,10.0,15.0,66.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,20.0,5.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,10.0,5.0,0.0,5.0,5.0,100.0,0.0,5.0,5.0,0.0,5.0,20.0,10.0,0.0,70.0,20.0,45.0,20.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,50.0
Salvatore Molina,ITA,DF,31,Monza,Serie A,1992,€650k,-,,Without Club,5,1,229,2.5,0,0.4,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,34.4,45.6,75.4,504.0,169.6,19.6,22.0,89.1,14.4,18.0,80.0,0.4,3.2,12.5,0.0,0.8,1.6,2.0,1.6,2.8,45.6,38.4,6.8,0.8,0.0,0.0,5.6,6.0,0.0,0.0,0.0,0.0,34.4,0.4,1.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.4,2.0,0.8,1.6,0.0,1.6,2.0,80.0,0.4,1.6,0.8,0.8,0.4,2.8,0.8,0.0,55.6,2.4,11.6,18.8,26.0,0.4,55.6,1.6,0.8,50.0,0.4,25.0,31.6,166.4,110.0,3.6,2.0,0.0,1.6,0.8,34.0,8.8,0.4,0.0,0.0,1.6,1.2,0.0,5.6,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.0
Daniele Montevago,ITA,FW,19,Sampdoria,Serie A,2003,€800k,loan transfer,Serie C - B,AS Gubbio 1910,6,3,231,2.6,0,2.69,0.38,14.3,0.0,0.0,13.1,0.0,0.0,0.0,8.85,15.4,57.5,87.7,8.46,5.38,7.69,70.0,1.54,3.08,50.0,0.0,1.15,0.0,0.0,1.54,0.38,0.0,0.0,0.0,15.4,14.2,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,8.85,0.77,0.0,2.69,2.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.77,0.38,0.38,0.0,0.38,0.38,0.0,30.4,0.77,1.54,11.9,16.9,6.92,30.4,1.54,0.0,0.0,1.54,100.0,16.2,54.2,16.9,0.38,0.38,0.38,3.46,1.54,23.5,3.85,0.38,0.0,0.0,3.08,1.54,1.54,0.38,0.0,0.0,0.0,0.0,1.92,5.38,8.85,37.8
Gonzalo Montiel,ARG,DF,26,Sevilla,La Liga,1997,€12.00m,loan transfer,Premier League,Nottingham Forest,13,9,801,8.9,0,0.45,0.11,25.0,0.0,0.0,13.0,0.0,0.0,0.0,43.3,55.5,77.9,644.5,236.5,22.9,26.1,87.9,16.7,21.2,78.8,2.13,4.94,43.2,0.11,1.24,4.16,0.79,0.34,3.48,55.5,47.8,7.53,0.45,0.22,0.22,3.15,6.85,0.22,0.0,0.11,0.0,43.3,0.22,1.35,2.36,1.91,0.34,0.0,0.0,0.0,0.11,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.24,0.56,0.56,0.67,0.0,0.9,1.35,66.7,0.45,1.24,0.45,0.79,1.35,2.58,1.46,0.0,64.4,2.7,17.2,27.9,20.1,2.36,64.4,1.46,0.56,38.5,0.9,61.5,34.5,179.4,110.8,2.25,1.8,0.34,1.35,0.79,39.1,5.84,0.45,0.11,0.0,1.24,0.56,0.79,3.15,0.56,0.0,0.0,0.0,5.17,1.12,1.12,50.0
Martín Montoya,ESP,DF,31,Betis,La Liga,1991,€1.20m,free transfer,Super League 1,Aris Thessaloniki,3,3,183,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,75.0,611.5,229.5,23.0,24.5,93.9,13.5,16.5,81.8,2.5,9.5,26.3,0.0,1.0,2.5,1.0,0.5,3.5,56.0,45.0,11.0,2.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,2.5,1.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,4.5,2.5,0.0,65.5,4.5,22.5,33.0,10.0,0.5,65.5,0.0,0.0,0.0,0.0,0.0,33.0,103.0,51.0,0.5,0.0,0.0,1.5,0.5,40.5,2.5,0.0,0.0,0.0,0.5,1.0,0.0,3.0,2.5,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Jon Morcillo,ESP,FWMF,24,Athletic Club,La Liga,1998,€3.00m,loan transfer,LaLiga2,SD Amorebieta,9,0,63,0.7,0,1.43,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,44.3,58.6,75.6,738.6,222.9,24.3,25.7,94.4,14.3,17.1,83.3,4.29,10.0,42.9,1.43,5.71,0.0,4.29,1.43,2.86,58.6,57.1,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,44.3,1.43,0.0,5.71,5.71,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,1.43,2.86,0.0,0.0,68.6,0.0,12.9,15.7,41.4,4.29,68.6,7.14,4.29,60.0,0.0,0.0,50.0,465.7,282.9,8.57,8.57,1.43,0.0,2.86,51.4,21.4,0.0,0.0,0.0,1.43,1.43,0.0,8.57,0.0,0.0,0.0,0.0,10.0,0.0,1.43,0.0
Alberto Moreno,ESP,DFFW,30,Villarreal,La Liga,1992,€150k,loan transfer,Primera Federación - Gr. II,Linares Deportivo,10,7,606,6.7,0,1.04,0.15,14.3,0.0,0.0,22.8,0.15,0.0,0.0,40.9,50.9,80.4,665.2,183.3,19.9,21.8,91.1,18.1,20.7,87.1,1.79,4.63,38.7,0.0,1.04,1.34,1.49,0.3,2.84,50.9,42.4,8.21,1.19,0.0,0.45,2.99,6.12,0.9,0.3,0.45,0.0,40.9,0.3,1.04,1.94,1.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.3,0.3,0.9,0.3,0.75,1.94,38.5,1.19,1.34,0.15,1.19,1.79,3.28,1.94,0.0,62.1,2.39,16.9,23.3,22.2,1.34,62.1,1.34,0.3,22.2,0.75,55.6,34.0,176.7,93.3,2.09,2.09,0.3,1.04,0.3,38.5,5.67,0.6,0.0,0.0,1.79,0.75,0.15,2.99,0.3,0.0,0.0,0.0,4.18,1.04,0.9,53.8
Diego Moreno,ESP,DF,21,Osasuna,La Liga,2001,€50k,free transfer,Segunda Federación - Gr. V,UD San Sebastián de los Reyes,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
Diego Moreno,ESP,DF,21,Osasuna,La Liga,2001,€100k,free transfer,Segunda Federación - Gr. III,Valencia Mestalla,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
Diego Moreno,ESP,DF,21,Osasuna,La Liga,2001,€800k,loan transfer,LaLiga2,CD Mirandés,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
Diego Moreno,ESP,DF,21,Osasuna,La Liga,2001,€800k,free transfer,Liga DIMAYOR II,Independiente Medellín,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
Diego Moreno,ESP,DF,21,Osasuna,La Liga,2001,€800k,-,LaLiga,CA Osasuna,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
