Player,Nation,Pos,Age,Squad,Comp,Born,Player Value,cost,league_new_club,new_club,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
Dodô,BRA,DF,24,Fiorentina,Serie A,1998,€1.00m,free transfer,Série B,Atlético Clube Goianiense,17,15,1191,13.2,0,0.3,0.08,25.0,0.0,0.0,19.8,0.0,0.0,0.0,48.7,58.3,83.6,856.2,241.4,21.8,23.8,91.7,21.8,25.8,84.5,4.55,6.82,66.7,0.08,0.76,2.95,0.91,0.15,5.68,58.3,50.5,7.73,0.98,0.0,0.08,1.67,6.74,0.0,0.0,0.0,0.0,48.7,0.08,0.91,2.27,2.05,0.08,0.08,0.0,0.08,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.36,0.61,0.61,0.53,0.23,0.76,1.29,58.8,0.53,0.83,0.0,0.83,0.83,2.2,0.98,0.0,64.9,1.74,16.2,30.6,18.4,0.76,64.9,0.98,0.45,46.2,0.45,46.2,40.2,217.2,112.7,1.97,2.2,0.23,1.29,0.53,43.4,4.39,0.38,0.08,0.08,1.67,1.21,0.0,1.67,0.61,0.0,0.08,0.0,6.67,0.76,0.38,66.7
Dodô,BRA,DF,24,Fiorentina,Serie A,1998,€800k,free transfer,Série A,Santos FC,17,15,1191,13.2,0,0.3,0.08,25.0,0.0,0.0,19.8,0.0,0.0,0.0,48.7,58.3,83.6,856.2,241.4,21.8,23.8,91.7,21.8,25.8,84.5,4.55,6.82,66.7,0.08,0.76,2.95,0.91,0.15,5.68,58.3,50.5,7.73,0.98,0.0,0.08,1.67,6.74,0.0,0.0,0.0,0.0,48.7,0.08,0.91,2.27,2.05,0.08,0.08,0.0,0.08,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.36,0.61,0.61,0.53,0.23,0.76,1.29,58.8,0.53,0.83,0.0,0.83,0.83,2.2,0.98,0.0,64.9,1.74,16.2,30.6,18.4,0.76,64.9,0.98,0.45,46.2,0.45,46.2,40.2,217.2,112.7,1.97,2.2,0.23,1.29,0.53,43.4,4.39,0.38,0.08,0.08,1.67,1.21,0.0,1.67,0.61,0.0,0.08,0.0,6.67,0.76,0.38,66.7
Matt Doherty,IRL,DFMF,31,Tottenham,Premier League,1992,€5.00m,free transfer,Premier League,Wolverhampton Wanderers,12,7,667,7.4,1,1.35,0.27,20.0,0.1,0.5,12.1,0.0,0.0,0.0,44.5,55.1,80.6,661.6,165.1,25.7,27.6,93.1,14.5,18.5,78.1,2.43,4.73,51.4,0.0,0.81,1.89,0.68,0.41,2.7,55.1,46.6,8.24,0.27,0.0,0.14,2.43,7.97,0.0,0.0,0.0,0.0,44.5,0.27,1.08,2.43,1.76,0.0,0.27,0.27,0.14,0.0,0.41,0.27,0.0,0.0,0.14,0.0,0.0,2.16,1.35,1.62,0.41,0.14,1.08,1.22,88.9,0.14,1.49,0.81,0.68,1.08,3.24,1.89,0.14,67.6,3.65,19.5,24.9,23.2,3.24,67.6,1.62,0.68,41.7,0.54,33.3,33.4,128.8,59.9,2.16,0.68,0.27,1.62,0.41,41.4,7.7,0.0,0.0,0.0,1.49,0.54,0.0,2.43,1.35,0.0,0.0,0.0,4.19,2.7,1.76,60.6
Kamory Doumbia,MLI,MF,19,Reims,Ligue 1,2003,€2.50m,loan transfer,Ligue 1,Stade Brestois 29,19,11,891,9.9,2,1.92,0.81,42.1,0.05,0.13,18.8,0.0,0.1,0.1,30.2,38.4,78.7,479.3,151.4,14.3,17.1,84.0,12.8,15.4,83.6,1.72,3.23,53.1,0.2,1.52,4.85,0.91,0.1,6.16,38.4,37.3,0.71,0.2,0.3,0.1,0.81,0.3,0.1,0.0,0.0,0.0,30.2,0.4,1.21,3.23,2.63,0.0,0.2,0.2,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.12,1.11,0.61,0.91,0.61,0.91,2.63,34.6,1.72,1.21,0.1,1.11,1.21,3.33,0.1,0.0,51.5,0.71,6.57,27.3,18.1,3.03,51.4,2.53,1.31,52.0,1.11,44.0,38.3,220.2,94.9,2.42,1.41,0.3,2.83,1.11,35.3,6.26,0.0,0.0,0.0,1.31,0.51,0.0,0.81,1.11,0.0,0.0,0.0,5.96,0.71,1.62,30.4
Souleyman Doumbia,CIV,DFFW,26,Angers,Ligue 1,1996,€2.50m,-,,Without Club,18,18,1479,16.4,0,0.24,0.12,50.0,0.0,0.0,16.5,0.0,0.0,0.0,38.2,47.4,80.5,572.4,197.3,21.6,24.4,88.5,13.4,16.8,80.0,2.01,4.21,47.8,0.0,0.61,2.5,0.67,0.49,2.74,47.4,38.4,9.09,0.98,0.0,0.0,2.32,7.93,0.18,0.18,0.0,0.0,38.2,0.0,0.98,1.46,1.16,0.0,0.12,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.46,1.59,0.55,0.06,0.79,1.52,52.0,0.73,1.04,0.12,0.91,1.16,3.35,1.59,0.06,58.2,2.87,17.7,29.3,12.4,0.73,58.2,3.29,1.04,31.5,1.77,53.7,38.5,245.9,126.4,2.38,2.01,0.3,1.16,0.12,34.0,4.15,0.12,0.06,0.0,1.34,0.98,0.18,2.32,1.46,0.0,0.0,0.0,6.4,0.85,0.73,53.8
Ondrej Duda,SVK,MF,28,Köln,Bundesliga,1994,€3.40m,€2.70m,Serie A,Hellas Verona,13,9,689,7.7,0,1.56,0.39,25.0,0.0,0.0,18.6,0.0,0.0,0.0,27.0,36.2,74.6,467.3,112.5,12.6,14.9,84.3,10.6,13.1,81.2,2.6,4.81,54.1,0.0,1.04,3.64,0.65,0.13,5.19,36.2,33.6,2.47,0.78,0.0,0.91,1.56,0.26,0.13,0.13,0.0,0.0,27.0,0.13,1.3,2.86,2.21,0.26,0.26,0.0,0.13,0.0,0.39,0.26,0.0,0.13,0.0,0.0,0.0,1.17,1.04,0.26,0.65,0.26,0.52,1.43,36.4,0.91,0.91,0.13,0.78,0.26,1.43,0.39,0.0,46.8,0.65,4.81,26.6,15.6,1.82,46.8,2.6,1.04,40.0,1.43,55.0,28.4,149.6,58.4,1.56,1.17,0.39,2.08,1.69,31.3,4.29,0.52,0.0,0.0,2.08,2.34,0.13,1.56,1.04,0.0,0.0,0.0,5.58,0.65,1.43,31.3
Maxime Dupé,FRA,GK,29,Toulouse,Ligue 1,1993,€2.50m,free transfer,Jupiler Pro League,RSC Anderlecht,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,34.2,78.2,700.8,469.4,4.55,4.55,100.0,14.5,14.8,98.2,7.5,14.6,51.4,0.0,0.0,0.18,0.0,0.0,0.0,34.2,25.1,9.05,2.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,37.0,27.9,36.9,0.14,0.0,0.0,37.0,0.05,0.05,100.0,0.0,0.0,25.9,142.8,92.4,0.0,0.0,0.0,0.09,0.0,18.9,0.0,0.05,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0,0.05,0.0,0.91,0.09,0.0,100.0
Rodrigo Ely,BRA,DF,29,Almería,La Liga,1993,€3.00m,€1.50m,Série A,Grêmio Foot-Ball Porto Alegrense,20,20,1715,19.1,0,0.63,0.05,8.3,0.0,0.0,14.7,0.05,0.0,0.0,35.7,43.9,81.3,782.5,299.6,8.53,9.58,89.1,21.0,23.0,91.4,5.92,10.6,55.9,0.0,0.16,1.52,0.16,0.0,1.47,43.9,41.7,2.15,2.09,0.05,0.47,0.1,0.05,0.0,0.0,0.0,0.0,35.7,0.1,0.26,0.58,0.26,0.05,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.52,0.47,0.21,0.0,0.47,0.68,69.2,0.21,1.1,0.84,0.26,1.05,1.73,5.5,0.0,54.6,9.69,33.6,19.8,1.52,0.79,54.6,0.16,0.1,66.7,0.05,33.3,27.4,106.6,60.9,0.26,0.31,0.05,0.58,0.0,31.9,0.16,0.26,0.05,0.05,0.84,0.31,0.1,0.1,0.52,0.0,0.0,0.05,4.24,2.36,0.52,81.8
Mohamed Elyounoussi,NOR,MFFW,28,Southampton,Premier League,1994,€9.00m,free transfer,Superliga,FC Copenhagen,20,17,1400,15.6,0,1.79,0.45,25.0,0.0,0.0,15.9,0.0,0.0,0.0,18.0,27.1,66.6,262.4,76.0,11.3,14.5,78.3,4.55,6.92,65.7,1.41,2.88,48.9,0.06,0.9,1.28,0.9,0.38,2.05,27.1,26.3,0.71,0.06,0.32,0.06,1.54,0.45,0.06,0.06,0.0,0.0,18.0,0.06,0.96,1.86,1.67,0.0,0.0,0.06,0.13,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,1.86,1.03,0.77,0.9,0.19,0.71,1.54,45.8,0.83,1.54,0.13,1.41,0.77,2.63,1.67,0.0,40.3,2.18,7.95,16.6,16.0,2.69,40.3,1.35,0.71,52.4,0.64,47.6,20.8,129.0,57.4,2.05,1.41,0.51,1.67,1.6,22.6,4.55,0.19,0.0,0.0,1.54,0.77,0.19,1.54,1.03,0.0,0.0,0.0,6.15,1.41,1.86,43.1
Wataru Endo,JPN,MF,30,Stuttgart,Bundesliga,1993,€6.50m,€20.00m,Premier League,Liverpool FC,19,19,1662,18.5,3,1.51,0.38,25.0,0.11,0.43,17.9,0.0,0.0,0.0,32.8,42.3,77.4,606.4,182.5,12.8,16.0,80.1,15.5,18.5,83.7,3.89,5.78,67.3,0.05,1.24,3.95,0.86,0.0,4.59,42.3,41.3,0.76,0.54,0.16,0.11,0.16,0.22,0.0,0.0,0.0,0.0,32.8,0.27,0.81,2.27,1.89,0.0,0.11,0.11,0.05,0.11,0.11,0.05,0.0,0.0,0.0,0.0,0.05,2.32,1.3,0.97,1.14,0.22,1.08,2.11,51.3,1.03,1.08,0.32,0.76,0.81,3.14,2.32,0.0,55.0,4.11,16.4,28.6,10.8,1.41,55.0,1.62,0.81,50.0,0.65,40.0,27.9,141.9,69.1,1.03,1.08,0.11,1.73,1.35,34.2,2.27,0.0,0.0,0.0,1.08,1.73,0.11,0.16,1.3,0.0,0.0,0.0,7.14,2.27,1.51,60.0
Gonzalo Escalante,ARG,MF,29,Cremonese,Serie A,1993,€2.00m,€2.50m,LaLiga,Cádiz CF,9,7,555,6.2,0,0.97,0.16,16.7,0.0,0.0,17.9,0.0,0.0,0.0,35.8,46.8,76.6,605.6,230.6,16.0,18.9,84.6,16.6,19.7,84.4,2.58,5.81,44.4,0.16,0.65,4.84,0.32,0.0,4.84,46.8,45.0,1.29,0.65,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,35.8,0.48,1.29,1.61,1.29,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,1.29,1.29,1.29,0.0,1.61,2.1,76.9,0.48,1.13,0.16,0.97,1.61,4.19,0.65,0.0,56.8,2.58,16.6,32.1,9.03,1.13,56.8,0.81,0.16,20.0,0.48,60.0,28.1,106.5,55.0,0.48,0.65,0.0,1.13,1.13,36.5,1.29,0.0,0.16,0.0,0.97,0.81,0.0,0.16,1.29,0.0,0.0,0.0,6.29,1.45,1.45,50.0
Alfonso Espino,URU,DF,31,Cádiz,La Liga,1992,€3.50m,free transfer,LaLiga,Rayo Vallecano,21,20,1772,19.7,0,0.56,0.05,9.1,0.0,0.0,25.5,0.0,0.0,0.0,27.5,42.7,64.3,460.3,206.1,13.6,16.6,81.7,10.9,15.5,70.2,2.34,7.21,32.4,0.15,0.76,2.18,0.66,0.41,2.94,42.7,33.7,8.73,1.12,0.0,0.36,2.44,7.61,0.0,0.0,0.0,0.0,27.5,0.3,1.88,1.52,1.27,0.1,0.0,0.0,0.05,0.1,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.74,1.62,1.47,0.76,0.51,1.62,2.94,55.2,1.32,1.73,0.41,1.32,1.02,3.76,2.74,0.0,55.6,3.5,18.9,24.9,12.3,0.81,55.6,1.42,0.56,39.3,0.76,53.6,22.0,89.7,51.2,1.42,0.76,0.2,1.32,0.61,24.9,3.55,0.25,0.0,0.0,1.47,0.91,0.05,2.44,1.62,0.0,0.1,0.0,6.24,0.76,0.96,44.1
Jonny Evans,NIR,DF,35,Leicester City,Premier League,1988,€2.00m,free transfer,Premier League,Manchester United,9,9,810,9.0,0,0.11,0.11,100.0,0.0,0.0,3.8,0.0,0.0,0.0,66.7,74.7,89.3,1337.4,509.3,19.0,20.6,92.4,39.9,42.1,94.7,7.11,10.1,70.3,0.0,0.11,4.44,0.11,0.0,3.44,74.7,72.4,2.11,2.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,66.7,0.11,0.44,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.44,1.11,0.0,0.0,0.67,1.11,60.0,0.44,0.67,0.56,0.11,1.78,2.89,3.56,0.0,83.7,10.6,40.8,42.1,0.89,0.22,83.7,0.0,0.0,0.0,0.0,0.0,50.6,208.3,117.2,0.67,0.44,0.0,0.22,0.0,61.2,0.0,0.0,0.0,0.0,0.78,0.44,0.0,0.0,0.44,0.0,0.0,0.0,5.0,2.22,1.22,64.5
Fabinho,BRA,MF,29,Liverpool,Premier League,1993,€42.00m,€46.70m,Saudi Pro League,Al-Ittihad Club,18,14,1253,13.9,0,0.58,0.22,37.5,0.0,0.0,18.3,0.0,0.0,0.0,56.8,64.5,88.1,926.2,222.5,28.5,30.5,93.4,21.9,23.9,91.9,4.75,6.91,68.8,0.0,0.43,4.17,0.5,0.0,5.61,64.5,62.7,1.65,1.37,0.22,0.14,0.29,0.29,0.0,0.0,0.0,0.0,56.8,0.14,0.5,2.09,1.94,0.0,0.0,0.07,0.07,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.37,1.15,0.86,1.22,0.29,0.86,2.16,40.0,1.29,1.37,0.36,1.01,1.37,3.74,1.44,0.0,74.2,3.09,16.3,46.5,11.4,0.65,74.2,0.22,0.07,33.3,0.14,66.7,40.5,170.2,71.2,0.5,1.15,0.0,0.86,0.43,51.4,1.22,0.14,0.0,0.0,1.44,0.79,0.0,0.29,1.15,0.0,0.0,0.0,6.98,1.08,0.86,55.6
Fabinho,BRA,MF,29,Liverpool,Premier League,1993,€200k,?,Liga Sabseg,Leixões SC,18,14,1253,13.9,0,0.58,0.22,37.5,0.0,0.0,18.3,0.0,0.0,0.0,56.8,64.5,88.1,926.2,222.5,28.5,30.5,93.4,21.9,23.9,91.9,4.75,6.91,68.8,0.0,0.43,4.17,0.5,0.0,5.61,64.5,62.7,1.65,1.37,0.22,0.14,0.29,0.29,0.0,0.0,0.0,0.0,56.8,0.14,0.5,2.09,1.94,0.0,0.0,0.07,0.07,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.37,1.15,0.86,1.22,0.29,0.86,2.16,40.0,1.29,1.37,0.36,1.01,1.37,3.74,1.44,0.0,74.2,3.09,16.3,46.5,11.4,0.65,74.2,0.22,0.07,33.3,0.14,66.7,40.5,170.2,71.2,0.5,1.15,0.0,0.86,0.43,51.4,1.22,0.14,0.0,0.0,1.44,0.79,0.0,0.29,1.15,0.0,0.0,0.0,6.98,1.08,0.86,55.6
Noah Fadiga,SEN,DF,23,Brest,Ligue 1,1999,€1.20m,free transfer,Jupiler Pro League,KAA Gent,13,12,886,9.8,1,0.92,0.31,33.3,0.11,0.33,18.8,0.0,0.0,0.0,35.4,43.8,80.9,545.0,201.9,17.6,20.3,86.4,15.3,17.2,88.8,1.33,3.37,39.4,0.0,0.2,2.65,0.61,0.31,4.39,43.8,34.7,8.98,0.71,0.0,0.1,0.82,8.27,0.0,0.0,0.0,0.0,35.4,0.1,0.92,1.33,0.61,0.0,0.31,0.0,0.31,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.84,1.12,0.82,0.71,0.31,0.71,1.73,41.2,1.02,0.92,0.41,0.51,1.53,3.37,1.02,0.0,53.9,2.24,14.4,28.0,12.0,1.53,53.9,2.86,1.33,46.4,1.43,50.0,34.3,211.2,116.8,2.96,2.04,0.82,1.73,0.61,29.5,2.76,0.1,0.0,0.0,1.53,1.43,0.0,0.82,1.12,0.1,0.1,0.0,5.61,0.2,0.41,33.3
Wladimiro Falcone,ITA,GK,27,Lecce,Serie A,1995,€5.00m,€4.00m,Serie A,US Lecce,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,31.9,52.4,541.9,420.1,2.45,2.45,100.0,6.68,6.95,96.1,7.45,22.2,33.6,0.0,0.05,0.32,0.05,0.0,0.0,31.9,20.9,10.8,3.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.18,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.05,0.14,0.68,0.05,35.2,29.5,35.1,0.09,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,17.6,110.0,59.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.05,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.05,0.0,1.05,0.45,0.0,100.0
Ansu Fati,ESP,FW,20,Barcelona,La Liga,2002,€35.00m,loan transfer,Premier League,Brighton & Hove Albion,20,7,778,8.6,3,4.3,1.16,27.0,0.08,0.3,13.4,0.12,0.0,0.0,32.6,38.7,84.1,399.9,51.5,24.0,26.7,89.6,6.51,7.44,87.5,0.93,1.28,72.7,0.35,0.93,1.16,0.58,0.0,2.21,38.7,37.9,0.47,0.12,0.0,0.35,0.47,0.0,0.12,0.0,0.0,0.0,32.6,0.35,1.16,3.14,1.63,0.0,0.81,0.58,0.0,0.12,0.81,0.47,0.0,0.12,0.23,0.0,0.0,1.16,0.7,0.47,0.35,0.35,0.35,0.93,37.5,0.58,0.93,0.0,0.93,0.35,1.51,0.58,0.0,52.9,0.81,4.19,17.9,31.0,8.6,52.9,3.14,1.4,44.4,1.4,44.4,37.1,192.7,85.8,2.67,1.16,1.98,2.67,1.86,42.3,11.9,0.23,0.0,0.0,1.05,0.93,0.81,0.47,0.7,0.0,0.0,0.0,3.95,0.47,0.93,33.3
Luiz Felipe,ITA,DF,25,Betis,La Liga,1997,€800k,loan transfer,Série B,Atlético Clube Goianiense,11,10,772,8.6,0,0.23,0.12,50.0,0.0,0.0,10.8,0.0,0.0,0.0,40.5,47.2,85.7,734.8,289.0,15.9,17.2,92.6,18.7,20.5,91.5,4.88,7.21,67.7,0.0,0.12,1.51,0.0,0.0,2.21,47.2,45.2,1.74,1.63,0.0,0.58,0.0,0.12,0.0,0.0,0.0,0.0,40.5,0.23,0.81,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.16,1.05,0.81,0.0,0.93,1.74,53.3,0.81,2.44,1.4,1.05,0.93,2.79,5.0,0.0,58.7,10.3,31.9,25.6,1.4,0.58,58.7,0.47,0.12,25.0,0.35,75.0,30.7,136.4,69.1,0.12,0.0,0.0,0.35,0.0,36.6,0.0,0.12,0.35,0.0,0.7,0.47,0.0,0.0,1.16,0.0,0.0,0.0,4.07,1.28,1.05,55.0
Luiz Felipe,ITA,DF,25,Betis,La Liga,1997,€300k,free transfer,Liga Portugal,SC Farense,11,10,772,8.6,0,0.23,0.12,50.0,0.0,0.0,10.8,0.0,0.0,0.0,40.5,47.2,85.7,734.8,289.0,15.9,17.2,92.6,18.7,20.5,91.5,4.88,7.21,67.7,0.0,0.12,1.51,0.0,0.0,2.21,47.2,45.2,1.74,1.63,0.0,0.58,0.0,0.12,0.0,0.0,0.0,0.0,40.5,0.23,0.81,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.16,1.05,0.81,0.0,0.93,1.74,53.3,0.81,2.44,1.4,1.05,0.93,2.79,5.0,0.0,58.7,10.3,31.9,25.6,1.4,0.58,58.7,0.47,0.12,25.0,0.35,75.0,30.7,136.4,69.1,0.12,0.0,0.0,0.35,0.0,36.6,0.0,0.12,0.35,0.0,0.7,0.47,0.0,0.0,1.16,0.0,0.0,0.0,4.07,1.28,1.05,55.0
João Félix,POR,FWMF,23,Atlético Madrid,La Liga,1999,€50.00m,loan transfer,LaLiga,FC Barcelona,14,7,650,7.2,4,3.61,1.67,46.2,0.15,0.33,18.9,0.14,0.0,0.0,23.8,31.7,75.0,320.4,94.4,13.6,15.7,86.7,5.83,8.33,70.0,1.53,4.03,37.9,0.42,1.39,1.94,1.39,0.14,3.75,31.7,29.0,2.5,0.83,0.97,0.28,1.11,0.42,0.56,0.42,0.0,0.0,23.8,0.14,0.69,4.03,3.06,0.0,0.42,0.42,0.0,0.14,0.69,0.56,0.0,0.0,0.14,0.0,0.0,1.39,0.97,0.28,0.42,0.69,0.14,0.83,16.7,0.69,0.14,0.0,0.14,0.42,1.81,0.28,0.0,44.7,0.42,3.19,21.9,19.7,2.92,44.7,3.33,0.83,25.0,1.94,58.3,29.3,149.6,76.9,2.36,2.22,0.28,2.78,1.67,36.1,5.83,0.69,0.0,0.0,2.22,3.19,0.42,1.11,0.97,0.0,0.0,0.0,2.5,0.97,1.11,46.7
Álex Fernández,ESP,MFFW,30,Cádiz,La Liga,1992,€100k,free transfer,Segunda Federación - Gr. V,CF Talavera de la Reina,19,14,1228,13.6,3,0.88,0.51,58.3,0.17,0.29,12.4,0.0,0.07,0.07,34.3,40.4,84.7,576.8,166.6,17.6,19.0,92.7,11.7,13.3,87.8,3.97,6.32,62.8,0.0,0.81,3.38,0.15,0.07,3.9,40.4,37.3,3.16,1.84,0.07,0.59,1.62,0.07,0.81,0.22,0.37,0.0,34.3,0.0,0.29,1.91,1.47,0.29,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.88,0.44,0.44,0.22,0.22,0.29,0.66,44.4,0.37,0.81,0.07,0.74,0.51,1.4,1.03,0.0,47.9,1.99,10.1,27.0,11.0,1.47,47.8,0.37,0.07,20.0,0.15,40.0,26.7,119.6,51.7,1.03,1.1,0.22,1.1,1.47,33.6,1.47,0.0,0.0,0.0,0.22,0.88,0.0,1.62,0.44,0.0,0.0,0.0,4.49,0.66,1.32,33.3
Joaquín Fernández,ESP,DF,26,Valladolid,La Liga,1996,€175k,free transfer,Liga de Ascenso,CA Atenas de San Carlos,16,14,1315,14.6,1,0.55,0.07,12.5,0.13,1.0,14.4,0.0,0.0,0.0,35.8,43.3,82.6,752.3,300.9,10.3,11.2,92.1,19.3,21.9,88.1,5.41,8.42,64.2,0.0,0.14,2.05,0.14,0.0,1.85,43.3,41.6,1.51,1.23,0.0,0.89,0.0,0.07,0.0,0.0,0.0,0.0,35.8,0.14,0.55,0.82,0.75,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.23,1.03,0.27,0.0,0.68,0.89,76.9,0.21,1.3,0.96,0.34,1.1,2.4,4.38,0.07,53.2,8.49,31.7,20.3,1.23,0.82,53.2,0.0,0.0,0.0,0.0,0.0,29.5,137.5,73.0,0.34,0.21,0.0,0.27,0.07,33.8,0.07,0.21,0.0,0.0,0.68,0.41,0.14,0.0,1.23,0.0,0.0,0.0,3.84,2.33,1.3,64.2
Joaquín Fernández,ESP,DF,26,Valladolid,La Liga,1996,€200k,free transfer,Primera División Clausura,Cerro Largo FC,16,14,1315,14.6,1,0.55,0.07,12.5,0.13,1.0,14.4,0.0,0.0,0.0,35.8,43.3,82.6,752.3,300.9,10.3,11.2,92.1,19.3,21.9,88.1,5.41,8.42,64.2,0.0,0.14,2.05,0.14,0.0,1.85,43.3,41.6,1.51,1.23,0.0,0.89,0.0,0.07,0.0,0.0,0.0,0.0,35.8,0.14,0.55,0.82,0.75,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.23,1.03,0.27,0.0,0.68,0.89,76.9,0.21,1.3,0.96,0.34,1.1,2.4,4.38,0.07,53.2,8.49,31.7,20.3,1.23,0.82,53.2,0.0,0.0,0.0,0.0,0.0,29.5,137.5,73.0,0.34,0.21,0.0,0.27,0.07,33.8,0.07,0.21,0.0,0.0,0.68,0.41,0.14,0.0,1.23,0.0,0.0,0.0,3.84,2.33,1.3,64.2
Joaquín Fernández,ESP,DF,26,Valladolid,La Liga,1996,€3.00m,free transfer,Süper Lig,Trabzonspor,16,14,1315,14.6,1,0.55,0.07,12.5,0.13,1.0,14.4,0.0,0.0,0.0,35.8,43.3,82.6,752.3,300.9,10.3,11.2,92.1,19.3,21.9,88.1,5.41,8.42,64.2,0.0,0.14,2.05,0.14,0.0,1.85,43.3,41.6,1.51,1.23,0.0,0.89,0.0,0.07,0.0,0.0,0.0,0.0,35.8,0.14,0.55,0.82,0.75,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.23,1.03,0.27,0.0,0.68,0.89,76.9,0.21,1.3,0.96,0.34,1.1,2.4,4.38,0.07,53.2,8.49,31.7,20.3,1.23,0.82,53.2,0.0,0.0,0.0,0.0,0.0,29.5,137.5,73.0,0.34,0.21,0.0,0.27,0.07,33.8,0.07,0.21,0.0,0.0,0.68,0.41,0.14,0.0,1.23,0.0,0.0,0.0,3.84,2.33,1.3,64.2
